,CH,CU,FC,FF,SL,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
9688,0,0,0,1,0,1,0,3,2,0,0,1,0,5,42,6,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,95.8,1.0,-1.511925,1.017,-0.489,2.742
9689,0,0,0,1,0,1,0,3,1,0,0,1,0,5,42,5,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,96.9,13.0,-1.5662,0.9281333333333333,-1.153,1.862
9690,1,0,0,0,0,1,0,2,1,0,0,1,0,5,42,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,86.8,14.0,-1.6552666666666669,0.3906333333333333,0.497,1.266
9691,0,0,0,1,0,1,0,1,1,0,0,1,0,5,42,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,95.8,8.0,-1.2419416666666667,1.4226333333333332,0.042,1.361
9692,0,1,0,0,0,1,0,0,1,0,0,1,0,5,42,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,81.3,11.0,0.3431666666666666,-0.09096666666666665,-1.918,3.6
9693,0,0,0,1,0,1,0,0,0,0,0,1,0,5,42,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,94.2,11.0,-1.4312083333333332,1.189,-1.071,2.501
9694,1,0,0,0,0,1,0,1,2,0,0,0,0,5,41,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,88.2,14.0,-1.6677916666666668,0.18566666666666665,0.441,1.308
9695,1,0,0,0,0,1,0,0,2,0,0,0,0,5,41,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,86.5,14.0,-1.829225,0.02513333333333333,0.483,0.351
9696,0,0,1,0,0,1,0,0,1,0,0,0,0,5,41,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,89.7,4.0,-0.4820916666666666,1.0370666666666664,-0.333,2.615
9697,0,0,0,1,0,1,0,0,0,0,0,0,0,5,41,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,94.0,1.0,-1.5522833333333332,1.3366333333333331,-0.795,3.207
9698,1,0,0,0,0,0,0,1,1,0,1,0,2,4,37,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,88.3,14.0,-1.563416666666667,0.5755333333333332,0.869,1.65
9699,0,0,0,1,0,0,0,0,1,0,1,0,2,4,37,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,97.6,14.0,-1.211325,1.4441333333333333,0.175,1.228
9700,0,0,0,1,0,0,0,0,0,0,1,0,2,4,37,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,96.8,9.0,-1.420075,1.3423666666666667,0.682,2.145
9701,1,0,0,0,0,0,0,0,2,0,1,0,1,4,36,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,84.9,13.0,-1.468783333333333,-0.04366666666666666,-0.003,0.993
9702,0,0,0,1,0,0,0,0,1,0,1,0,1,4,36,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,96.8,9.0,-1.2252416666666668,1.3237333333333332,0.627,1.857
9703,0,0,0,1,0,0,0,0,0,0,1,0,1,4,36,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,96.4,1.0,-1.1347833333333333,1.1574666666666664,-0.623,3.427
9704,1,0,0,0,0,0,0,2,2,0,1,0,0,4,35,5,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,86.4,7.0,-1.5105333333333333,0.4938333333333332,-0.638,1.988
9705,0,0,0,1,0,0,0,2,1,0,1,0,0,4,35,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,96.4,4.0,-1.4604333333333333,1.1789666666666665,-0.503,2.264
9706,0,0,0,1,0,0,0,2,0,0,1,0,0,4,35,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,95.7,5.0,-1.294825,1.3982666666666668,0.265,2.796
9707,0,0,1,0,0,0,0,1,0,0,1,0,0,4,35,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,88.7,14.0,-0.7479,1.1316666666666664,0.745,0.814
9708,0,0,1,0,0,0,0,0,0,0,1,0,0,4,35,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,88.9,14.0,-0.301175,0.6629666666666666,0.959,1.43
9709,0,0,0,1,0,1,0,1,0,0,0,0,0,4,34,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,95.4,4.0,-1.633,1.0729,-0.673,2.144
9710,0,1,0,0,0,1,0,0,0,0,0,0,0,4,34,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,77.5,14.0,0.333425,-0.15116666666666664,1.209,1.96
9711,0,0,0,1,0,0,0,0,2,0,0,0,2,3,30,4,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,97.4,11.0,-1.186275,1.2893333333333332,-0.97,3.539
9712,1,0,0,0,0,0,0,0,2,0,0,0,2,3,30,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,86.3,7.0,-1.587075,0.5282333333333332,-0.326,2.273
9713,0,0,0,0,1,0,0,0,1,0,0,0,2,3,30,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,87.3,11.0,-0.05485,0.5855666666666666,-0.675,3.921
9714,0,0,0,1,0,0,0,0,0,0,0,0,2,3,30,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,95.0,8.0,-1.3184833333333332,1.4857,0.212,2.206
9715,0,0,0,1,0,1,0,1,0,0,0,0,1,3,29,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,95.4,8.0,-1.209933333333333,1.3337666666666668,0.239,2.143
9716,0,0,0,1,0,1,0,0,0,0,0,0,1,3,29,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,95.3,14.0,-1.6218666666666668,1.103,0.287,1.395
9717,0,0,0,0,1,0,0,0,2,0,0,0,0,3,28,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,86.2,8.0,-0.16061666666666666,0.4594333333333333,0.229,1.353
9718,0,0,0,0,1,0,0,0,1,0,0,0,0,3,28,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,86.7,3.0,-0.1828833333333333,0.5368333333333332,0.562,2.775
9719,0,0,0,1,0,0,0,0,0,0,0,0,0,3,28,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,94.0,1.0,-1.4089416666666668,1.2692666666666663,-0.375,2.888
9720,0,0,0,1,0,1,0,3,2,0,0,0,2,2,21,6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,96.3,5.0,-1.1834916666666664,1.1044333333333332,-0.078,2.543
9721,1,0,0,0,0,1,0,2,2,0,0,0,2,2,21,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,86.5,14.0,-1.7526833333333331,0.20286666666666664,0.469,0.657
9722,0,0,0,1,0,1,0,2,1,0,0,0,2,2,21,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,95.9,4.0,-1.5355833333333333,1.5917666666666668,-0.801,2.298
9723,0,0,0,1,0,1,0,1,1,0,0,0,2,2,21,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,95.4,11.0,-1.3087416666666667,1.3681666666666668,-0.685,4.516
9724,0,1,0,0,0,1,0,0,1,0,0,0,2,2,21,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,80.3,11.0,0.116325,-0.1282333333333333,-1.217,3.247
9725,0,0,0,1,0,1,0,0,0,0,0,0,2,2,21,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,95.2,8.0,-1.4646083333333333,1.4527333333333332,-0.138,1.839
9726,0,0,1,0,0,1,0,3,2,0,0,0,1,2,20,9,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,91.6,3.0,-0.4946166666666666,1.0843666666666665,0.598,2.999
9727,0,0,0,1,0,1,0,3,2,0,0,0,1,2,20,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,96.8,5.0,-1.486875,1.2606666666666664,-0.034,2.543
9728,0,0,0,1,0,1,0,3,2,0,0,0,1,2,20,7,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,97.0,5.0,-1.47435,1.3194333333333332,0.182,2.303
9729,1,0,0,0,0,1,0,2,2,0,0,0,1,2,20,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,14.0,-1.74155,0.071,0.742,1.368
9730,0,0,0,1,0,1,0,2,2,0,0,0,1,2,20,5,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,96.5,2.0,-1.4520833333333332,1.4570333333333332,0.188,2.944
9731,0,1,0,0,0,1,0,2,1,0,0,0,1,2,20,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,80.5,7.0,-0.03815,-0.1956,-0.333,1.953
9732,0,0,0,1,0,1,0,1,1,0,0,0,1,2,20,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,95.3,11.0,-1.3268333333333333,1.7007,-1.399,3.599
9733,0,0,1,0,0,1,0,0,1,0,0,0,1,2,20,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,90.2,11.0,-0.36936666666666657,0.7547,-0.198,3.564
9734,0,0,0,1,0,1,0,0,0,0,0,0,1,2,20,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,94.9,1.0,-1.3421416666666668,1.5817333333333332,-0.383,3.1
9735,0,0,0,0,1,0,0,2,1,0,0,0,0,2,19,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,89.0,5.0,-0.1634,0.6687,0.24,2.555
9736,0,0,0,1,0,0,0,1,1,0,0,0,0,2,19,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,95.3,14.0,-1.4312083333333332,1.361,1.034,2.502
9737,0,0,1,0,0,0,0,0,1,0,0,0,0,2,19,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,88.4,14.0,-0.743725,0.7246,0.495,0.143
9738,0,0,0,1,0,0,0,0,0,0,0,0,0,2,19,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,94.3,8.0,-1.7902583333333333,1.4871333333333332,0.229,1.828
9739,0,0,0,0,1,0,0,0,1,0,0,0,2,1,10,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,87.8,8.0,-0.21628333333333327,0.5053,0.219,2.028
9740,0,0,0,1,0,0,0,0,0,0,0,0,2,1,10,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,94.2,9.0,-1.603775,1.3667333333333331,0.444,1.923
9741,0,0,0,1,0,0,0,1,2,0,0,0,1,1,9,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,95.5,8.0,-1.6524833333333333,1.2477666666666665,0.205,1.531
9742,0,0,0,0,1,0,0,1,1,0,0,0,1,1,9,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,87.6,6.0,-0.10216666666666664,0.6128,0.406,2.401
9743,0,0,0,1,0,0,0,0,1,0,0,0,1,1,9,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,94.7,14.0,-1.6608333333333332,1.540166666666667,0.684,1.142
9744,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,87.9,5.0,-0.409725,0.5941666666666666,0.205,2.266
9745,0,1,0,0,0,1,0,0,2,0,0,0,0,1,8,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,77.5,14.0,0.3543,-0.1784,0.269,0.332
9746,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,4.0,-1.0749416666666665,1.4814,-0.817,2.496
9747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,8,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,92.3,1.0,-1.3421416666666668,1.4484333333333332,-0.6,2.588
9748,0,0,0,1,0,0,0,2,2,0,0,1,2,8,67,6,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,96.0,8.0,-1.44095,1.346666666666667,0.131,2.032
9749,1,0,0,0,0,0,0,2,2,0,0,1,2,8,67,5,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,86.0,13.0,-1.5675916666666667,-0.042233333333333324,-0.07,1.297
9750,0,0,0,0,1,0,0,2,1,0,0,1,2,8,67,4,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,87.4,13.0,-0.19401666666666664,0.4809333333333332,-0.897,2.074
9751,0,0,0,1,0,0,0,1,1,0,0,1,2,8,67,3,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,95.2,6.0,-1.3268333333333333,1.2979333333333332,0.802,2.72
9752,0,0,0,0,1,0,0,1,0,0,0,1,2,8,67,2,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,86.3,8.0,-0.1244333333333333,0.5110333333333332,0.142,1.917
9753,0,0,0,1,0,0,0,0,0,0,0,1,2,8,67,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,94.2,11.0,-1.445125,1.2434666666666665,-1.607,4.307
9754,0,0,0,1,0,1,0,0,2,0,0,0,2,8,66,3,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,96.3,11.0,-1.29065,1.103,-0.936,3.219
9755,0,0,0,1,0,1,0,0,1,0,0,0,2,8,66,2,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,95.2,4.0,-1.1125166666666664,1.3237333333333332,-0.318,2.453
9756,0,1,0,0,0,1,0,0,0,0,0,0,2,8,66,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,78.1,7.0,0.47955,-0.5353,-0.762,1.963
9757,0,0,0,1,0,1,0,2,0,0,0,0,1,8,65,3,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,94.1,5.0,-1.328225,1.4685,0.199,2.535
9758,0,1,0,0,0,1,0,1,0,0,0,0,1,8,65,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,80.0,14.0,0.05648333333333332,-0.08093333333333333,1.052,1.575
9759,0,0,0,1,0,1,0,0,0,0,0,0,1,8,65,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,94.5,14.0,-1.45765,1.3767666666666667,0.888,1.372
9760,0,0,1,0,0,1,0,0,2,0,0,0,0,8,64,3,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,89.1,7.0,-0.4779166666666666,1.017,-0.504,2.039
9761,0,0,0,1,0,1,0,0,1,0,0,0,0,8,64,2,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,94.6,3.0,-0.9218583333333332,1.5674,0.772,3.363
9762,1,0,0,0,0,1,0,0,0,0,0,0,0,8,64,1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,83.2,4.0,-1.6051666666666669,0.3447666666666666,-0.637,2.234
9763,0,0,0,0,1,0,0,0,2,0,0,0,2,7,60,3,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,87.0,14.0,-0.125825,0.5755333333333332,0.18,1.395
9764,0,0,0,1,0,0,0,0,1,0,0,0,2,7,60,2,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,95.6,8.0,-1.2669916666666667,1.3094,-0.025,1.982
9765,0,0,0,1,0,0,0,0,0,0,0,0,2,7,60,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,94.7,13.0,-1.2878666666666667,1.3968333333333331,-0.914,2.471
9766,1,0,0,0,0,1,0,1,0,0,0,0,1,7,59,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,84.2,8.0,-1.3825,0.1326333333333333,0.029,2.196
9767,0,0,0,1,0,1,0,0,0,0,0,0,1,7,59,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,94.5,6.0,-1.1821,1.619,0.539,2.746
9768,0,0,0,0,1,0,0,0,1,0,0,1,1,7,58,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,87.0,5.0,-0.04928333333333332,0.5311,-0.175,2.472
9769,0,0,0,1,0,0,0,0,0,0,0,1,1,7,58,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,94.3,5.0,-1.812525,1.1660666666666664,0.068,2.359
9770,0,0,0,1,0,1,0,3,0,0,0,0,1,7,57,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,93.2,9.0,-1.420075,1.216233333333333,0.303,1.567
9771,0,0,0,1,0,1,0,2,0,0,0,0,1,7,57,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,94.6,6.0,-1.3588416666666667,1.1101666666666663,0.4,2.753
9772,0,0,0,1,0,1,0,1,0,0,0,0,1,7,57,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,95.3,14.0,-1.4938333333333331,1.272133333333333,1.829,1.788
9773,0,1,0,0,0,1,0,0,0,0,0,0,1,7,57,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,77.6,11.0,0.20539166666666664,-0.4636333333333332,-1.361,3.227
9774,0,0,0,0,1,0,0,0,1,0,0,0,0,7,56,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,85.8,5.0,-0.007533333333333333,0.6128,-0.219,2.602
9775,0,0,0,0,1,0,0,0,0,0,0,0,0,7,56,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,86.5,9.0,-0.4111166666666666,0.6199666666666666,0.355,1.598
9776,0,0,0,1,0,0,0,0,1,1,1,0,2,6,50,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,95.6,7.0,-1.3435333333333332,1.1417,-0.69,1.854
9777,0,0,1,0,0,0,0,0,0,1,1,0,2,6,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,88.9,14.0,-0.4779166666666666,0.6744333333333332,0.318,1.221
9778,0,0,0,1,0,1,0,0,0,0,0,1,2,6,49,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,94.9,4.0,-1.361625,1.4527333333333332,-0.735,2.665
9779,0,0,0,1,0,1,0,2,2,0,0,1,1,6,48,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,94.8,11.0,-1.1542666666666663,1.4212,-0.707,3.753
9780,1,0,0,0,0,1,0,1,2,0,0,1,1,6,48,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,82.7,11.0,-1.336575,-0.20563333333333328,-2.39,4.358
9781,1,0,0,0,0,1,0,1,1,0,0,1,1,6,48,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,85.4,7.0,-1.6817083333333331,-0.0193,-0.47,1.953
9782,0,0,0,1,0,1,0,1,0,0,0,1,1,6,48,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,94.8,4.0,-1.5898583333333332,1.306533333333333,-0.544,2.254
9783,0,1,0,0,0,1,0,0,0,0,0,1,1,6,48,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,80.2,14.0,-0.02005833333333333,-0.2959333333333333,1.229,1.27
9784,1,0,0,0,0,1,0,3,2,0,0,0,1,6,47,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,86.2,14.0,-1.49105,0.37056666666666654,1.328,1.124
9785,0,0,0,1,0,1,0,3,1,0,0,0,1,6,47,5,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,95.2,8.0,-1.545325,1.3911,-0.008,2.158
9786,0,0,0,1,0,1,0,2,1,0,0,0,1,6,47,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,95.2,9.0,-1.5884666666666667,1.5258333333333332,0.441,2.138
9787,0,0,0,1,0,1,0,1,1,0,0,0,1,6,47,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,95.0,11.0,-1.4172916666666668,1.469933333333333,-1.551,3.327
9788,0,1,0,0,0,1,0,1,0,0,0,0,1,6,47,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,78.9,5.0,0.183125,-0.2658333333333333,0.165,2.47
9789,0,0,0,1,0,1,0,0,0,0,0,0,1,6,47,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,94.9,11.0,-1.4256416666666667,1.4513,-0.423,3.532
9790,1,0,0,0,0,1,0,1,2,0,0,0,0,6,46,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,85.6,14.0,-1.5495,0.40496666666666653,0.042,1.241
9791,0,0,0,1,0,1,0,1,1,0,0,0,0,6,46,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,95.1,11.0,-1.4061583333333332,1.160333333333333,-0.88,2.908
9792,1,0,0,0,0,1,0,1,0,0,0,0,0,6,46,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,85.4,7.0,-1.5439333333333332,0.5841333333333332,-0.728,1.973
9793,0,1,0,0,0,1,0,0,0,0,0,0,0,6,46,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,79.5,14.0,0.2151333333333333,-0.06373333333333332,1.039,1.664
9794,0,0,0,0,1,1,0,0,1,0,0,0,2,5,38,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,89.6,9.0,-0.39024166666666654,0.9396,0.468,2.03
9795,0,0,0,1,0,1,0,0,0,0,0,0,2,5,38,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,95.6,13.0,-1.461825,1.6333333333333333,-0.912,2.286
9796,0,0,0,1,0,0,0,1,2,0,0,0,1,5,37,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,97.9,7.0,-1.3463166666666668,1.3638666666666668,-0.799,1.913
9797,0,0,0,1,0,0,0,1,1,0,0,0,1,5,37,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,96.0,5.0,-1.5314083333333333,1.5143666666666669,0.2,2.458
9798,0,0,0,1,0,0,0,1,0,0,0,0,1,5,37,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,94.6,2.0,-1.5021833333333332,1.4212,-0.249,3.3
9799,0,0,0,1,0,0,0,0,0,0,0,0,1,5,37,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,94.4,13.0,-1.5355833333333333,1.2621,-1.422,1.632
9800,1,0,0,0,0,1,0,1,2,0,0,0,0,5,36,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,77.9,11.0,-1.428425,0.2401333333333333,-1.352,2.744
9801,0,0,1,0,0,1,0,1,1,0,0,0,0,5,36,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,89.8,9.0,-0.5043583333333332,0.7575666666666666,0.791,1.834
9802,0,0,0,1,0,1,0,1,0,0,0,0,0,5,36,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,94.7,1.0,-1.4019833333333331,1.4011333333333331,-0.551,2.877
9803,0,0,0,1,0,1,0,0,0,0,0,0,0,5,36,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,93.1,11.0,-1.329616666666667,1.371033333333333,-1.439,3.087
9804,1,0,0,0,0,0,0,1,2,0,0,0,2,4,32,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,86.4,13.0,-1.3017833333333333,0.10253333333333332,-0.864,1.781
9805,0,0,0,1,0,0,0,1,1,0,0,0,2,4,32,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,96.6,2.0,-1.2558583333333333,1.3022333333333331,-0.262,3.156
9806,0,0,0,0,1,0,0,0,1,0,0,0,2,4,32,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,86.8,6.0,-0.059025,0.2587666666666666,0.775,2.336
9807,0,0,0,1,0,0,0,0,0,0,0,0,2,4,32,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,95.8,5.0,-1.177925,1.5559333333333332,-0.214,2.216
9808,0,0,0,0,1,0,0,2,2,0,0,0,1,4,31,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,88.6,13.0,-0.1327833333333333,0.19713333333333327,-0.946,2.187
9809,1,0,0,0,0,0,0,2,2,0,0,0,1,4,31,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,86.7,13.0,-1.536975,0.3849,-0.987,2.106
9810,0,0,0,1,0,0,0,1,2,0,0,0,1,4,31,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,97.7,14.0,-1.25725,1.1546,0.05,1.166
9811,1,0,0,0,0,0,0,0,2,0,0,0,1,4,31,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,85.6,14.0,-1.7053666666666667,0.2587666666666666,1.118,0.155
9812,0,0,0,1,0,0,0,0,1,0,0,0,1,4,31,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,95.5,4.0,-1.3393583333333332,1.4398333333333333,-0.635,2.922
9813,0,0,0,0,1,0,0,0,0,0,0,0,1,4,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,86.4,14.0,-0.3818916666666666,0.6429,0.832,1.742
9814,0,1,0,0,0,1,0,0,1,0,0,0,0,4,30,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,80.2,7.0,0.3222916666666666,-0.3848,-0.4,2.125
9815,1,0,0,0,0,1,0,0,0,0,0,0,0,4,30,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,84.5,8.0,-1.633,0.8923,-0.074,1.922
9816,1,0,0,0,0,1,0,0,2,0,0,1,2,3,24,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,83.8,7.0,-1.4186833333333333,0.1197333333333333,-0.78,2.027
9817,0,0,0,1,0,1,0,0,2,0,0,1,2,3,24,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,96.2,1.0,-1.0638083333333332,1.2950666666666668,-0.704,3.081
9818,0,0,0,1,0,1,0,0,1,0,0,1,2,3,24,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,95.0,7.0,-1.45765,1.4140333333333333,-0.732,1.785
9819,0,0,0,1,0,1,0,0,0,0,0,1,2,3,24,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.4,4.0,-1.4214666666666669,1.3567,-0.278,2.872
9820,0,0,0,1,0,1,0,2,2,0,0,0,2,3,23,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,96.7,6.0,-1.25725,1.435533333333333,0.312,2.856
9821,1,0,0,0,0,1,0,2,1,0,0,0,2,3,23,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87.5,9.0,-1.748508333333333,0.03803333333333332,0.66,1.767
9822,0,0,0,1,0,1,0,2,0,0,0,0,2,3,23,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,96.1,8.0,-1.4479083333333331,1.5803,-0.212,1.908
9823,0,1,0,0,0,1,0,1,0,0,0,0,2,3,23,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78.4,11.0,0.575575,-0.3188666666666666,-1.653,4.043
9824,0,1,0,0,0,1,0,0,0,0,0,0,2,3,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80.1,14.0,0.34595,-0.4149,0.919,0.747
9825,0,0,0,1,0,1,0,0,1,0,0,0,1,3,22,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,94.4,7.0,-1.631608333333333,1.0714666666666663,-0.529,1.837
9826,0,0,0,1,0,1,0,0,0,0,0,0,1,3,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94.7,5.0,-1.4813083333333332,1.1617666666666664,-0.004,2.653
9827,1,0,0,0,0,1,0,2,2,0,0,0,0,3,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.4,13.0,-1.6831,0.1226,-0.552,1.113
9828,1,0,0,0,0,1,0,1,2,0,0,0,0,3,21,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.9,13.0,-1.3212666666666668,0.5167666666666666,-1.75,2.387
